>>> Hostname is uaf-10.t2.ucsd.edu
inputs : /home/users/joytzphysics//ttdilep/output0.root

                                                                                                    
RooUtil:: Adding /home/users/joytzphysics//ttdilep/output0.root

                                                                                                    
RooUtil:: Start EventLooping

                                                                                                    
RooUtil:: System info:
uaf-10.t2.ucsd.edu
Linux uaf-10.t2.ucsd.edu 5.14.13-1.el7.elrepo.x86_64 #1 SMP Fri Oct 15 13:26:13 EDT 2021 x86_64 x86_64 x86_64 GNU/Linux
Fri Jul 29 18:55:29 PDT 2022
joytzphysics
/home/users/joytzphysics/NanoLooper

                                                                                                    
RooUtil::  _

                                                                                                    
RooUtil:: /\\

                                                                                                    
RooUtil:: \ \\  \__/ \__/

                                                                                                    
RooUtil::  \ \\ (oo) (oo)  Here we come!

                                                                                                    
RooUtil::   \_\\/~~\_/~~\_

                                                                                                    
RooUtil::  _.-~===========~-._

                                                                                                    
RooUtil:: (___________________)

                                                                                                    
RooUtil::       \_______/

                                                                                                    
RooUtil:: 

                                                                                                    
RooUtil::  Your friendly aliens

                                                                                                    
RooUtil::      Surf & Turf

                                                                                                    
RooUtil:: 

                                                                                                    
RooUtil:: Total Events in this Chain to process = 1675664

                                                                                                    
RooUtil:: TTreeCache enabled

                                                                                                    
RooUtil:: Looping /home/users/joytzphysics//ttdilep/output0.root/TTree:Events
RooUtil:: \|....................| 0.0 % (433/1675664) with  [146 Hz]   ETA 03:10:26         
RooUtil:: ||....................| 0.0 % (451/1675664) with  [152 Hz]   ETA 03:02:49         
RooUtil:: /|....................| 0.0 % (466/1675664) with  [157 Hz]   ETA 02:56:56         
RooUtil:: -|....................| 0.0 % (481/1675664) with  [162 Hz]   ETA 02:51:25         
RooUtil:: \|....................| 0.0 % (496/1675664) with  [167 Hz]   ETA 02:46:14         
RooUtil:: ||....................| 0.0 % (511/1675664) with  [173 Hz]   ETA 02:41:21         
RooUtil:: /|....................| 0.0 % (526/1675664) with  [178 Hz]   ETA 02:36:45         
RooUtil:: -|....................| 0.0 % (541/1675664) with  [183 Hz]   ETA 02:32:24         
RooUtil:: \|....................| 0.0 % (556/1675664) with  [188 Hz]   ETA 02:28:18         
RooUtil:: ||....................| 0.0 % (571/1675664) with  [193 Hz]   ETA 02:24:24         
RooUtil:: /|....................| 0.0 % (586/1675664) with  [198 Hz]   ETA 02:20:42         
RooUtil:: -|....................| 0.0 % (601/1675664) with  [203 Hz]   ETA 02:17:12         
RooUtil:: \|....................| 0.0 % (616/1675664) with  [208 Hz]   ETA 02:13:52         
RooUtil:: ||....................| 0.0 % (631/1675664) with  [213 Hz]   ETA 02:10:41         
RooUtil:: /|....................| 0.0 % (646/1675664) with  [218 Hz]   ETA 02:07:39         
RooUtil:: -|....................| 0.0 % (661/1675664) with  [223 Hz]   ETA 02:04:46         
RooUtil:: \|....................| 0.0 % (676/1675664) with  [228 Hz]   ETA 02:02:00         
RooUtil:: ||....................| 0.0 % (691/1675664) with  [233 Hz]   ETA 01:59:21         
RooUtil:: /|....................| 0.0 % (706/1675664) with  [238 Hz]   ETA 01:56:49         
RooUtil:: -|======..............| 33.1 % (554777/1675664) with  [22372 Hz]   ETA 00:00:50         
RooUtil:: \|======..............| 33.1 % (554901/1675664) with  [22376 Hz]   ETA 00:00:50         
RooUtil:: ||======..............| 33.1 % (555025/1675664) with  [22379 Hz]   ETA 00:00:50         
RooUtil:: /|======..............| 33.4 % (559501/1675664) with  [22374 Hz]   ETA 00:00:49         
RooUtil:: -|======..............| 33.6 % (563851/1675664) with  [22378 Hz]   ETA 00:00:49         
RooUtil:: \|======..............| 33.7 % (563977/1675664) with  [22382 Hz]   ETA 00:00:49         
RooUtil:: ||======..............| 33.7 % (564103/1675664) with  [22385 Hz]   ETA 00:00:49         
RooUtil:: /|======..............| 33.7 % (564229/1675664) with  [22388 Hz]   ETA 00:00:49         
RooUtil:: -|======..............| 33.9 % (568707/1675664) with  [22421 Hz]   ETA 00:00:49         
RooUtil:: \|======..............| 34.0 % (569596/1675664) with  [22434 Hz]   ETA 00:00:49         
RooUtil:: ||======..............| 34.0 % (569850/1675664) with  [22441 Hz]   ETA 00:00:49         
RooUtil:: /|======..............| 34.0 % (570104/1675664) with  [22445 Hz]   ETA 00:00:49         
RooUtil:: -|======..............| 34.0 % (570231/1675664) with  [22449 Hz]   ETA 00:00:49         
RooUtil:: \|======..............| 34.3 % (574721/1675664) with  [22450 Hz]   ETA 00:00:49         
RooUtil:: ||======..............| 34.3 % (574849/1675664) with  [22453 Hz]   ETA 00:00:49         
RooUtil:: /|======..............| 34.6 % (579340/1675664) with  [22487 Hz]   ETA 00:00:48         
RooUtil:: -|======..............| 34.6 % (580243/1675664) with  [22485 Hz]   ETA 00:00:48         
RooUtil:: \|======..............| 34.9 % (584741/1675664) with  [22516 Hz]   ETA 00:00:48         
RooUtil:: ||======..............| 34.9 % (585521/1675664) with  [22494 Hz]   ETA 00:00:48         
RooUtil:: /|=======.............| 35.2 % (589370/1675664) with  [22519 Hz]   ETA 00:00:48         
RooUtil:: -|=======.............| 35.2 % (590025/1675664) with  [22526 Hz]   ETA 00:00:48         
RooUtil:: \|=======.............| 35.2 % (590287/1675664) with  [22532 Hz]   ETA 00:00:48         
RooUtil:: ||=======.............| 35.2 % (590418/1675664) with  [22536 Hz]   ETA 00:00:48         
RooUtil:: /|=======.............| 35.2 % (590549/1675664) with  [22539 Hz]   ETA 00:00:48         
RooUtil:: -|=======.............| 35.5 % (595057/1675664) with  [22565 Hz]   ETA 00:00:47         
RooUtil:: \|=======.............| 35.6 % (595849/1675664) with  [22559 Hz]   ETA 00:00:47         
RooUtil:: ||=======.............| 35.8 % (600097/1675664) with  [22563 Hz]   ETA 00:00:47         
RooUtil:: /|=======.............| 35.8 % (600230/1675664) with  [22554 Hz]   ETA 00:00:47         
RooUtil:: -|=======.............| 36.1 % (604475/1675664) with  [22580 Hz]   ETA 00:00:47         
RooUtil:: \|=======.............| 36.1 % (605279/1675664) with  [22601 Hz]   ETA 00:00:47         
RooUtil:: ||=======.............| 36.2 % (605815/1675664) with  [22613 Hz]   ETA 00:00:47         
RooUtil:: /|=======.............| 36.2 % (606083/1675664) with  [22610 Hz]   ETA 00:00:47         
RooUtil:: -|=======.............| 36.4 % (610606/1675664) with  [22643 Hz]   ETA 00:00:47         
RooUtil:: \|=======.............| 36.5 % (611416/1675664) with  [22608 Hz]   ETA 00:00:47         
RooUtil:: ||=======.............| 36.7 % (614993/1675664) with  [22675 Hz]   ETA 00:00:46         
RooUtil:: /|=======.............| 36.8 % (616897/1675664) with  [22637 Hz]   ETA 00:00:46         
RooUtil:: -|=======.............| 37.0 % (620337/1675664) with  [22655 Hz]   ETA 00:00:46         
RooUtil:: \|=======.............| 37.1 % (620885/1675664) with  [22658 Hz]   ETA 00:00:46         
RooUtil:: ||=======.............| 37.3 % (625417/1675664) with  [22688 Hz]   ETA 00:00:46         
RooUtil:: /|=======.............| 37.4 % (626245/1675664) with  [22708 Hz]   ETA 00:00:46         
RooUtil:: -|=======.............| 37.4 % (626797/1675664) with  [22717 Hz]   ETA 00:00:46         
RooUtil:: \|=======.............| 37.4 % (627073/1675664) with  [22723 Hz]   ETA 00:00:46         
RooUtil:: ||=======.............| 37.4 % (627211/1675664) with  [22708 Hz]   ETA 00:00:46         
RooUtil:: /|=======.............| 37.7 % (631339/1675664) with  [22720 Hz]   ETA 00:00:45         
RooUtil:: -|=======.............| 37.7 % (631756/1675664) with  [22702 Hz]   ETA 00:00:45         
RooUtil:: \|=======.............| 37.9 % (635741/1675664) with  [22723 Hz]   ETA 00:00:45         
RooUtil:: ||=======.............| 38.0 % (636301/1675664) with  [22736 Hz]   ETA 00:00:45         
RooUtil:: /|=======.............| 38.0 % (636721/1675664) with  [22733 Hz]   ETA 00:00:45         
RooUtil:: -|=======.............| 38.3 % (641128/1675664) with  [22772 Hz]   ETA 00:00:45         
RooUtil:: \|=======.............| 38.3 % (642256/1675664) with  [22765 Hz]   ETA 00:00:45         
RooUtil:: ||=======.............| 38.6 % (646669/1675664) with  [22780 Hz]   ETA 00:00:45         
RooUtil:: /|=======.............| 38.6 % (647095/1675664) with  [22789 Hz]   ETA 00:00:45         
RooUtil:: -|=======.............| 38.6 % (647237/1675664) with  [22793 Hz]   ETA 00:00:45         
RooUtil:: \|=======.............| 38.6 % (647379/1675664) with  [22796 Hz]   ETA 00:00:45         
RooUtil:: ||=======.............| 38.6 % (647521/1675664) with  [22776 Hz]   ETA 00:00:45         
RooUtil:: /|=======.............| 38.9 % (651509/1675664) with  [22794 Hz]   ETA 00:00:44         
RooUtil:: -|=======.............| 38.9 % (651938/1675664) with  [22800 Hz]   ETA 00:00:44         
RooUtil:: \|=======.............| 38.9 % (652224/1675664) with  [22807 Hz]   ETA 00:00:44         
RooUtil:: ||=======.............| 38.9 % (652367/1675664) with  [22810 Hz]   ETA 00:00:44         
RooUtil:: /|=======.............| 38.9 % (652510/1675664) with  [22813 Hz]   ETA 00:00:44         
RooUtil:: -|=======.............| 39.2 % (657073/1675664) with  [22823 Hz]   ETA 00:00:44         
RooUtil:: \|=======.............| 39.2 % (657361/1675664) with  [22819 Hz]   ETA 00:00:44         
RooUtil:: ||=======.............| 39.5 % (661781/1675664) with  [22848 Hz]   ETA 00:00:44         
RooUtil:: /|=======.............| 39.5 % (662651/1675664) with  [22855 Hz]   ETA 00:00:44         
RooUtil:: -|=======.............| 39.6 % (662941/1675664) with  [22862 Hz]   ETA 00:00:44         
RooUtil:: \|=======.............| 39.6 % (663086/1675664) with  [22865 Hz]   ETA 00:00:44         
RooUtil:: ||=======.............| 39.6 % (663231/1675664) with  [22845 Hz]   ETA 00:00:44         
RooUtil:: /|=======.............| 39.8 % (667221/1675664) with  [22858 Hz]   ETA 00:00:44         
RooUtil:: -|=======.............| 39.8 % (667513/1675664) with  [22865 Hz]   ETA 00:00:44         
RooUtil:: \|=======.............| 39.9 % (667805/1675664) with  [22872 Hz]   ETA 00:00:44         
RooUtil:: ||=======.............| 39.9 % (667951/1675664) with  [22875 Hz]   ETA 00:00:44         
RooUtil:: /|=======.............| 39.9 % (668097/1675664) with  [22879 Hz]   ETA 00:00:44         
RooUtil:: -|========............| 40.1 % (672673/1675664) with  [22889 Hz]   ETA 00:00:43         
RooUtil:: \|========............| 40.2 % (672967/1675664) with  [22884 Hz]   ETA 00:00:43         
RooUtil:: ||========............| 40.4 % (677397/1675664) with  [22882 Hz]   ETA 00:00:43         
RooUtil:: /|========............| 40.7 % (681974/1675664) with  [22915 Hz]   ETA 00:00:43         
RooUtil:: -|========............| 40.8 % (683017/1675664) with  [22935 Hz]   ETA 00:00:43         
RooUtil:: \|========............| 40.8 % (683613/1675664) with  [22949 Hz]   ETA 00:00:43         
RooUtil:: ||========............| 40.8 % (683911/1675664) with  [22945 Hz]   ETA 00:00:43         
RooUtil:: /|========............| 41.1 % (688501/1675664) with  [22943 Hz]   ETA 00:00:43         
RooUtil:: -|========............| 41.4 % (692940/1675664) with  [22950 Hz]   ETA 00:00:42         
RooUtil:: \|========............| 41.4 % (693242/1675664) with  [22949 Hz]   ETA 00:00:42         
RooUtil:: ||========............| 41.6 % (697681/1675664) with  [22970 Hz]   ETA 00:00:42         
RooUtil:: /|========............| 41.7 % (698441/1675664) with  [22987 Hz]   ETA 00:00:42         
RooUtil:: -|========............| 41.7 % (698897/1675664) with  [22985 Hz]   ETA 00:00:42         
RooUtil:: \|========............| 42.0 % (703495/1675664) with  [22995 Hz]   ETA 00:00:42         
RooUtil:: ||========............| 42.0 % (703801/1675664) with  [23002 Hz]   ETA 00:00:42         
RooUtil:: /|========............| 42.0 % (703954/1675664) with  [23004 Hz]   ETA 00:00:42         
RooUtil:: -|========............| 42.3 % (708555/1675664) with  [23030 Hz]   ETA 00:00:41         
RooUtil:: \|========............| 42.3 % (709479/1675664) with  [23034 Hz]   ETA 00:00:41         
RooUtil:: ||========............| 42.6 % (714086/1675664) with  [23009 Hz]   ETA 00:00:41         
RooUtil:: /|========............| 42.8 % (717913/1675664) with  [23020 Hz]   ETA 00:00:41         
RooUtil:: -|========............| 42.9 % (718381/1675664) with  [23030 Hz]   ETA 00:00:41         
RooUtil:: \|========............| 42.9 % (718693/1675664) with  [23037 Hz]   ETA 00:00:41         
RooUtil:: ||========............| 42.9 % (718849/1675664) with  [23040 Hz]   ETA 00:00:41         
RooUtil:: /|========............| 42.9 % (719005/1675664) with  [23043 Hz]   ETA 00:00:41         
RooUtil:: -|========............| 43.2 % (723614/1675664) with  [23069 Hz]   ETA 00:00:41         
RooUtil:: \|========............| 43.2 % (724399/1675664) with  [23077 Hz]   ETA 00:00:41         
RooUtil:: ||========............| 43.2 % (724713/1675664) with  [23082 Hz]   ETA 00:00:41         
RooUtil:: /|========............| 43.3 % (724870/1675664) with  [23085 Hz]   ETA 00:00:41         
RooUtil:: -|========............| 43.3 % (725027/1675664) with  [23062 Hz]   ETA 00:00:41         
RooUtil:: \|========............| 43.5 % (728855/1675664) with  [23071 Hz]   ETA 00:00:41         
RooUtil:: ||========............| 43.5 % (729171/1675664) with  [23078 Hz]   ETA 00:00:41         
RooUtil:: /|========............| 43.5 % (729329/1675664) with  [23080 Hz]   ETA 00:00:41         
RooUtil:: -|========............| 43.5 % (729487/1675664) with  [23084 Hz]   ETA 00:00:40         
RooUtil:: \|========............| 43.8 % (734104/1675664) with  [23090 Hz]   ETA 00:00:40         
RooUtil:: ||========............| 43.8 % (734422/1675664) with  [23096 Hz]   ETA 00:00:40         
RooUtil:: /|========............| 43.8 % (734581/1675664) with  [23099 Hz]   ETA 00:00:40         
RooUtil:: -|========............| 44.1 % (739201/1675664) with  [23124 Hz]   ETA 00:00:40         
RooUtil:: \|========............| 44.2 % (740001/1675664) with  [23114 Hz]   ETA 00:00:40         
RooUtil:: ||========............| 44.4 % (744304/1675664) with  [23138 Hz]   ETA 00:00:40         
RooUtil:: /|========............| 44.5 % (745109/1675664) with  [23148 Hz]   ETA 00:00:40         
RooUtil:: -|========............| 44.5 % (745431/1675664) with  [23147 Hz]   ETA 00:00:40         
RooUtil:: \|========............| 44.8 % (750061/1675664) with  [23171 Hz]   ETA 00:00:39         
RooUtil:: ||========............| 44.8 % (750871/1675664) with  [23138 Hz]   ETA 00:00:39         
RooUtil:: /|=========...........| 45.0 % (754365/1675664) with  [23139 Hz]   ETA 00:00:39         
RooUtil:: -|=========...........| 45.3 % (758993/1675664) with  [23166 Hz]   ETA 00:00:39         
RooUtil:: \|=========...........| 45.4 % (759977/1675664) with  [23186 Hz]   ETA 00:00:39         
RooUtil:: ||=========...........| 45.4 % (760633/1675664) with  [23190 Hz]   ETA 00:00:39         
RooUtil:: /|=========...........| 45.4 % (760797/1675664) with  [23194 Hz]   ETA 00:00:39         
RooUtil:: -|=========...........| 45.7 % (765436/1675664) with  [23186 Hz]   ETA 00:00:39         
RooUtil:: \|=========...........| 45.9 % (769909/1675664) with  [23208 Hz]   ETA 00:00:39         
RooUtil:: ||=========...........| 46.0 % (770573/1675664) with  [23200 Hz]   ETA 00:00:39         
RooUtil:: /|=========...........| 46.3 % (775048/1675664) with  [23221 Hz]   ETA 00:00:38         
RooUtil:: -|=========...........| 46.3 % (775716/1675664) with  [23233 Hz]   ETA 00:00:38         
RooUtil:: \|=========...........| 46.3 % (776050/1675664) with  [23229 Hz]   ETA 00:00:38         
RooUtil:: ||=========...........| 46.6 % (780529/1675664) with  [23240 Hz]   ETA 00:00:38         
RooUtil:: /|=========...........| 46.6 % (781033/1675664) with  [23244 Hz]   ETA 00:00:38         
RooUtil:: -|=========...........| 46.9 % (785682/1675664) with  [23263 Hz]   ETA 00:00:38         
RooUtil:: \|=========...........| 46.9 % (786358/1675664) with  [23251 Hz]   ETA 00:00:38         
RooUtil:: ||=========...........| 47.2 % (790671/1675664) with  [23248 Hz]   ETA 00:00:38         
RooUtil:: /|=========...........| 47.5 % (795151/1675664) with  [23269 Hz]   ETA 00:00:37         
RooUtil:: -|=========...........| 47.5 % (795835/1675664) with  [23283 Hz]   ETA 00:00:37         
RooUtil:: \|=========...........| 47.5 % (796348/1675664) with  [23293 Hz]   ETA 00:00:37         
RooUtil:: ||=========...........| 47.5 % (796690/1675664) with  [23291 Hz]   ETA 00:00:37         
RooUtil:: /|=========...........| 47.8 % (801349/1675664) with  [23289 Hz]   ETA 00:00:37         
RooUtil:: -|=========...........| 48.1 % (805835/1675664) with  [23316 Hz]   ETA 00:00:37         
RooUtil:: \|=========...........| 48.2 % (806873/1675664) with  [23307 Hz]   ETA 00:00:37         
RooUtil:: ||=========...........| 48.4 % (811189/1675664) with  [23324 Hz]   ETA 00:00:37         
RooUtil:: /|=========...........| 48.4 % (811711/1675664) with  [23332 Hz]   ETA 00:00:37         
RooUtil:: -|=========...........| 48.5 % (812059/1675664) with  [23323 Hz]   ETA 00:00:37         
RooUtil:: \|=========...........| 48.7 % (816376/1675664) with  [23336 Hz]   ETA 00:00:36         
RooUtil:: ||=========...........| 48.8 % (816901/1675664) with  [23346 Hz]   ETA 00:00:36         
RooUtil:: /|=========...........| 48.8 % (817251/1675664) with  [23352 Hz]   ETA 00:00:36         
RooUtil:: -|=========...........| 48.8 % (817426/1675664) with  [23356 Hz]   ETA 00:00:36         
RooUtil:: \|=========...........| 48.8 % (817601/1675664) with  [23355 Hz]   ETA 00:00:36         
RooUtil:: ||=========...........| 49.1 % (822273/1675664) with  [23345 Hz]   ETA 00:00:36         
RooUtil:: /|=========...........| 49.3 % (826591/1675664) with  [23343 Hz]   ETA 00:00:36         
RooUtil:: -|=========...........| 49.6 % (831083/1675664) with  [23360 Hz]   ETA 00:00:36         
RooUtil:: \|=========...........| 49.6 % (831795/1675664) with  [23374 Hz]   ETA 00:00:36         
RooUtil:: ||=========...........| 49.7 % (832151/1675664) with  [23380 Hz]   ETA 00:00:36         
RooUtil:: /|=========...........| 49.7 % (832507/1675664) with  [23378 Hz]   ETA 00:00:36         
RooUtil:: -|=========...........| 50.0 % (837005/1675664) with  [23373 Hz]   ETA 00:00:35         
RooUtil:: \|==========..........| 50.2 % (841501/1675664) with  [23402 Hz]   ETA 00:00:35         
RooUtil:: ||==========..........| 50.3 % (842581/1675664) with  [23394 Hz]   ETA 00:00:35         
RooUtil:: /|==========..........| 50.5 % (846900/1675664) with  [23410 Hz]   ETA 00:00:35         
RooUtil:: -|==========..........| 50.6 % (847624/1675664) with  [23421 Hz]   ETA 00:00:35         
RooUtil:: \|==========..........| 50.6 % (847986/1675664) with  [23428 Hz]   ETA 00:00:35         
RooUtil:: ||==========..........| 50.6 % (848167/1675664) with  [23409 Hz]   ETA 00:00:35         
RooUtil:: /|==========..........| 50.9 % (852125/1675664) with  [23418 Hz]   ETA 00:00:35         
RooUtil:: -|==========..........| 50.9 % (852489/1675664) with  [23424 Hz]   ETA 00:00:35         
RooUtil:: \|==========..........| 50.9 % (852671/1675664) with  [23428 Hz]   ETA 00:00:35         
RooUtil:: ||==========..........| 50.9 % (852853/1675664) with  [23431 Hz]   ETA 00:00:35         
RooUtil:: /|==========..........| 50.9 % (853035/1675664) with  [23426 Hz]   ETA 00:00:35         
RooUtil:: -|==========..........| 51.2 % (857539/1675664) with  [23452 Hz]   ETA 00:00:34         
RooUtil:: \|==========..........| 51.2 % (858454/1675664) with  [23440 Hz]   ETA 00:00:34         
RooUtil:: ||==========..........| 51.5 % (862777/1675664) with  [23447 Hz]   ETA 00:00:34         
RooUtil:: /|==========..........| 51.5 % (862961/1675664) with  [23437 Hz]   ETA 00:00:34         
RooUtil:: -|==========..........| 51.8 % (867281/1675664) with  [23454 Hz]   ETA 00:00:34         
RooUtil:: \|==========..........| 51.8 % (867836/1675664) with  [23464 Hz]   ETA 00:00:34         
RooUtil:: ||==========..........| 51.8 % (868206/1675664) with  [23471 Hz]   ETA 00:00:34         
RooUtil:: /|==========..........| 51.8 % (868576/1675664) with  [23477 Hz]   ETA 00:00:34         
RooUtil:: -|==========..........| 51.8 % (868761/1675664) with  [23480 Hz]   ETA 00:00:34         
RooUtil:: \|==========..........| 51.9 % (868946/1675664) with  [23483 Hz]   ETA 00:00:34         
RooUtil:: ||==========..........| 52.1 % (873643/1675664) with  [23497 Hz]   ETA 00:00:34         
RooUtil:: /|==========..........| 52.2 % (874201/1675664) with  [23463 Hz]   ETA 00:00:34         
RooUtil:: -|==========..........| 52.4 % (877592/1675664) with  [23489 Hz]   ETA 00:00:33         
RooUtil:: \|==========..........| 52.4 % (878527/1675664) with  [23501 Hz]   ETA 00:00:33         
RooUtil:: ||==========..........| 52.5 % (879088/1675664) with  [23511 Hz]   ETA 00:00:33         
RooUtil:: /|==========..........| 52.5 % (879462/1675664) with  [23464 Hz]   ETA 00:00:33         
RooUtil:: -|==========..........| 52.7 % (882285/1675664) with  [23506 Hz]   ETA 00:00:33         
RooUtil:: \|==========..........| 52.8 % (883977/1675664) with  [23485 Hz]   ETA 00:00:33         
RooUtil:: ||==========..........| 53.0 % (887923/1675664) with  [23501 Hz]   ETA 00:00:33         
RooUtil:: /|==========..........| 53.0 % (888490/1675664) with  [23511 Hz]   ETA 00:00:33         
RooUtil:: -|==========..........| 53.0 % (888868/1675664) with  [23510 Hz]   ETA 00:00:33         
RooUtil:: \|==========..........| 53.3 % (893571/1675664) with  [23533 Hz]   ETA 00:00:33         
RooUtil:: ||==========..........| 53.4 % (894331/1675664) with  [23522 Hz]   ETA 00:00:33         
RooUtil:: /|==========..........| 53.6 % (898656/1675664) with  [23536 Hz]   ETA 00:00:33         
RooUtil:: -|==========..........| 53.7 % (899229/1675664) with  [23493 Hz]   ETA 00:00:33         
RooUtil:: \|==========..........| 53.8 % (902209/1675664) with  [23510 Hz]   ETA 00:00:32         
RooUtil:: ||==========..........| 53.9 % (902977/1675664) with  [23497 Hz]   ETA 00:00:32         
RooUtil:: /|==========..........| 54.1 % (907101/1675664) with  [23522 Hz]   ETA 00:00:32         
RooUtil:: -|==========..........| 54.2 % (908066/1675664) with  [23531 Hz]   ETA 00:00:32         
RooUtil:: \|==========..........| 54.2 % (908452/1675664) with  [23534 Hz]   ETA 00:00:32         
RooUtil:: ||==========..........| 54.5 % (913159/1675664) with  [23530 Hz]   ETA 00:00:32         
RooUtil:: /|==========..........| 54.8 % (917866/1675664) with  [23532 Hz]   ETA 00:00:32         
RooUtil:: -|===========.........| 55.1 % (922573/1675664) with  [23553 Hz]   ETA 00:00:31         
RooUtil:: \|===========.........| 55.1 % (923357/1675664) with  [23559 Hz]   ETA 00:00:31         
RooUtil:: ||===========.........| 55.1 % (923553/1675664) with  [23562 Hz]   ETA 00:00:31         
RooUtil:: /|===========.........| 55.1 % (923749/1675664) with  [23566 Hz]   ETA 00:00:31         
RooUtil:: -|===========.........| 55.1 % (923945/1675664) with  [23567 Hz]   ETA 00:00:31         
RooUtil:: \|===========.........| 55.4 % (928659/1675664) with  [23565 Hz]   ETA 00:00:31         
RooUtil:: ||===========.........| 55.7 % (933373/1675664) with  [23565 Hz]   ETA 00:00:31         
RooUtil:: /|===========.........| 56.0 % (938087/1675664) with  [23584 Hz]   ETA 00:00:31         
RooUtil:: -|===========.........| 56.0 % (938684/1675664) with  [23593 Hz]   ETA 00:00:31         
RooUtil:: \|===========.........| 56.0 % (939082/1675664) with  [23591 Hz]   ETA 00:00:31         
RooUtil:: ||===========.........| 56.3 % (943801/1675664) with  [23598 Hz]   ETA 00:00:31         
RooUtil:: /|===========.........| 56.3 % (944001/1675664) with  [23601 Hz]   ETA 00:00:31         
RooUtil:: -|===========.........| 56.3 % (944201/1675664) with  [23604 Hz]   ETA 00:00:30         
RooUtil:: \|===========.........| 56.6 % (948922/1675664) with  [23605 Hz]   ETA 00:00:30         
RooUtil:: ||===========.........| 56.6 % (949123/1675664) with  [23600 Hz]   ETA 00:00:30         
RooUtil:: /|===========.........| 56.9 % (953643/1675664) with  [23617 Hz]   ETA 00:00:30         
RooUtil:: -|===========.........| 56.9 % (954249/1675664) with  [23606 Hz]   ETA 00:00:30         
RooUtil:: \|===========.........| 57.2 % (958567/1675664) with  [23618 Hz]   ETA 00:00:30         
RooUtil:: ||===========.........| 57.2 % (958973/1675664) with  [23625 Hz]   ETA 00:00:30         
RooUtil:: /|===========.........| 57.3 % (959379/1675664) with  [23632 Hz]   ETA 00:00:30         
RooUtil:: -|===========.........| 57.3 % (959582/1675664) with  [23635 Hz]   ETA 00:00:30         
RooUtil:: \|===========.........| 57.3 % (959785/1675664) with  [23638 Hz]   ETA 00:00:30         
RooUtil:: ||===========.........| 57.6 % (964513/1675664) with  [23642 Hz]   ETA 00:00:30         
RooUtil:: /|===========.........| 57.6 % (964717/1675664) with  [23639 Hz]   ETA 00:00:30         
RooUtil:: -|===========.........| 57.8 % (969241/1675664) with  [23649 Hz]   ETA 00:00:29         
RooUtil:: \|===========.........| 57.9 % (969651/1675664) with  [23649 Hz]   ETA 00:00:29         
RooUtil:: ||===========.........| 58.1 % (974381/1675664) with  [23669 Hz]   ETA 00:00:29         
RooUtil:: /|===========.........| 58.2 % (975205/1675664) with  [23661 Hz]   ETA 00:00:29         
RooUtil:: -|===========.........| 58.5 % (979732/1675664) with  [23661 Hz]   ETA 00:00:29         
RooUtil:: \|===========.........| 58.8 % (984465/1675664) with  [23679 Hz]   ETA 00:00:29         
RooUtil:: ||===========.........| 58.8 % (985089/1675664) with  [23689 Hz]   ETA 00:00:29         
RooUtil:: /|===========.........| 58.8 % (985505/1675664) with  [23694 Hz]   ETA 00:00:29         
RooUtil:: -|===========.........| 58.8 % (985713/1675664) with  [23681 Hz]   ETA 00:00:29         
RooUtil:: \|===========.........| 59.1 % (990034/1675664) with  [23685 Hz]   ETA 00:00:28         
RooUtil:: ||===========.........| 59.1 % (990243/1675664) with  [23681 Hz]   ETA 00:00:28         
RooUtil:: /|===========.........| 59.4 % (994771/1675664) with  [23704 Hz]   ETA 00:00:28         
RooUtil:: -|===========.........| 59.4 % (995611/1675664) with  [23693 Hz]   ETA 00:00:28         
RooUtil:: \|===========.........| 59.7 % (999930/1675664) with  [23706 Hz]   ETA 00:00:28         
RooUtil:: ||===========.........| 59.7 % (1000563/1675664) with  [23695 Hz]   ETA 00:00:28         
RooUtil:: /|===========.........| 60.0 % (1004881/1675664) with  [23707 Hz]   ETA 00:00:28         
RooUtil:: -|===========.........| 60.0 % (1005305/1675664) with  [23714 Hz]   ETA 00:00:28         
RooUtil:: \|============........| 60.0 % (1005517/1675664) with  [23718 Hz]   ETA 00:00:28         
RooUtil:: ||============........| 60.0 % (1005729/1675664) with  [23721 Hz]   ETA 00:00:28         
RooUtil:: /|============........| 60.0 % (1005941/1675664) with  [23724 Hz]   ETA 00:00:28         
RooUtil:: -|============........| 60.3 % (1010686/1675664) with  [23741 Hz]   ETA 00:00:28         
RooUtil:: \|============........| 60.4 % (1011538/1675664) with  [23711 Hz]   ETA 00:00:28         
RooUtil:: ||============........| 60.6 % (1015003/1675664) with  [23729 Hz]   ETA 00:00:27         
RooUtil:: /|============........| 60.6 % (1015645/1675664) with  [23719 Hz]   ETA 00:00:27         
RooUtil:: -|============........| 60.9 % (1019961/1675664) with  [23739 Hz]   ETA 00:00:27         
RooUtil:: \|============........| 60.9 % (1020821/1675664) with  [23745 Hz]   ETA 00:00:27         
RooUtil:: ||============........| 60.9 % (1021251/1675664) with  [23752 Hz]   ETA 00:00:27         
RooUtil:: /|============........| 61.0 % (1021466/1675664) with  [23754 Hz]   ETA 00:00:27         
RooUtil:: -|============........| 61.2 % (1026217/1675664) with  [23767 Hz]   ETA 00:00:27         
RooUtil:: \|============........| 61.3 % (1026865/1675664) with  [23754 Hz]   ETA 00:00:27         
RooUtil:: ||============........| 61.5 % (1030968/1675664) with  [23765 Hz]   ETA 00:00:27         
